"attributes_Accepts.Credit.Cards","attributes_Accepts.Insurance","attributes_Ages.Allowed","attributes_Alcohol","attributes_Ambience","attributes_Attire","attributes_BYOB","attributes_BYOB.Corkage","attributes_By.Appointment.Only","attributes_Caters","attributes_Coat.Check","attributes_Corkage","attributes_Delivery","attributes_Dietary.Restrictions","attributes_Dogs.Allowed","attributes_Drive.Thru","attributes_Good.For","attributes_Good.For.Dancing","attributes_Good.For.Groups","attributes_Good.For.Kids","attributes_Good.for.Kids","attributes_Hair.Types.Specialized.In","attributes_Happy.Hour","attributes_Has.TV","attributes_Music","attributes_Noise.Level","attributes_Open.24.Hours","attributes_Order.at.Counter","attributes_Outdoor.Seating","attributes_Parking","attributes_Payment.Types","attributes_Price.Range","attributes_Smoking","attributes_Take.out","attributes_Takes.Reservations","attributes_Waiter.Service","attributes_Wheelchair.Accessible","attributes_Wi.Fi","business_id","categories","city","full_address","hours_Friday","hours_Monday","hours_Saturday","hours_Sunday","hours_Thursday","hours_Tuesday","hours_Wednesday","latitude","longitude","name","neighborhoods","open","review_count","stars","state","type"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","jpw9EyyFlE0kxcku6VEmYw","Banks & Credit Unions,Financial Services","Las Vegas","9770 S Maryland Pkwy, Ste 7
Ste 7
Southeast
Las Vegas, NV 89183","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'15:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'09:00'}",36.011942,-115.136169,"Chase Bank","Southeast","True",7,3,"NV","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","CLHfRm6biuH-l6r86qMLJw","Banks & Credit Unions,Financial Services","Phoenix","675 E Camelback Rd
Phoenix, AZ 85012","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'14:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}",33.5090531062,-112.065192461,"Chase Bank","","True",5,3,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","ecMFTCZFuivBgulwKXgkqQ","Banks & Credit Unions,Financial Services","Henderson","25 E Horizon Ridge Pkwy Ste 150
Henderson, NV 89002","","","","","","","",36.0102005,-114.9931433,"Wells Fargo Bank","","True",3,2.5,"NV","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","k-C6azDoQPvDqtNEi09mVw","Banks & Credit Unions,Financial Services","Henderson","31 W Horizon Ridge Pkwy
Henderson, NV 89012","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'15:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}",36.0117901,-114.9932015,"Chase Bank","","True",4,4.5,"NV","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","eBlflykQuNG1TZohqytYnQ","Banks & Credit Unions,Financial Services","Las Vegas","4125 S Grand Canyon Dr
Spring Valley
Las Vegas, NV 89147","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'15:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}",36.1147521,-115.3070623,"Chase Bank","Spring Valley","True",4,4,"NV","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","xp0NMx_oEuftnXQzYcF0kA","Banks & Credit Unions,Financial Services","Las Vegas","1340 E Flamingo
Eastside
Las Vegas, NV 89119","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'15:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'09:00'}",36.114889,-115.135312,"Chase Bank","Eastside","True",5,3,"NV","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","XbBwHkIkB1iE8Wk13bZRQA","Banks & Credit Unions,Financial Services","Las Vegas","8565 W Warm Springs Rd
Southwest
Las Vegas, NV 89113","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'15:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}",36.0554523,-115.2785752,"Chase Bank","Southwest","True",5,4,"NV","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","1Cf_HSId3TXoQqroFQxwjg","Banks & Credit Unions,Financial Services","Las Vegas","6120 W Tropicana Ave, Ste  A 4
Las Vegas, NV 89103","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'15:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'09:00'}",36.1013415,-115.2264336,"Chase Bank","","True",3,3,"NV","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","cStXDFhIE6R7t9THf3V6Lw","Banks & Credit Unions,Financial Services","Scottsdale","15577 N HAYDEN RD STE 7
Scottsdale, AZ 85260","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'15:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}",33.6274284124,-111.895242333,"Chase Bank","","True",4,5,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","pd6AFaALzCrHtgsE-5ogpQ","Banks & Credit Unions,Financial Services","Phoenix","5050 N 24Th St
Phoenix, AZ 85016","","","","","","","",33.510694,-112.030761,"Wells Fargo Bank","","True",3,5,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","WCW-pIlOtChGuu2LnJzaMA","Banks & Credit Unions,Financial Services","Henderson","101 N Pecos Rd
Henderson, NV 89074","","","","","","","",36.034557,-115.100865,"Wells Fargo Bank","","True",3,3.5,"NV","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","bSqatzzQSP11XtSPM1DbpQ","Banks & Credit Unions,Financial Services","Phoenix","12641 N Tatum Blvd
Phoenix, AZ 85032","","","","","","","",33.6033145,-111.9781525,"Wells Fargo Bank","","True",3,2,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","lGB3C0mR1NoLohxOyttH3Q","Banks & Credit Unions,Financial Services","Henderson","90 N Stephanie St
Henderson, NV 89074","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'15:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}",36.0363923101,-115.046230588,"Chase Bank","","True",5,3,"NV","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","eN4VFQJw5hh7T7iWeHKZBQ","Banks & Credit Unions,Financial Services","Las Vegas","8580 W Desert Inn Rd
Westside
Las Vegas, NV 89117","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'15:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}",36.130026,-115.278342,"Chase Bank","Westside","True",6,3.5,"NV","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","CaQHhKtxJilQlOmUJbc-mg","Banks & Credit Unions,Financial Services","Phoenix","2002 E Camelback Rd Ste 101
Phoenix, AZ 85016","","","","","","","",33.5096131,-112.0384914,"Wells Fargo Bank","","True",3,2.5,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","gnYg-pF5v1doixwnB5OFrA","Banks & Credit Unions,Financial Services","Phoenix","3102 E Camelback Rd
Phoenix, AZ 85016","","","","","","","",33.510311,-112.01556,"Wells Fargo Bank","","True",6,3.5,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","WeMRreetiQ5iQnTtLKVZnw","Banks & Credit Unions,Financial Services","Phoenix","4402 E Thomas Rd
Phoenix, AZ 85018","","","","","","","",33.4806523,-111.9863022,"Wells Fargo Bank","","True",6,2.5,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","IYia_3RHB60NcY0uladRnQ","Banks & Credit Unions,Financial Services","Phoenix","707 E Glendale Ave
Phoenix, AZ 85020","","","","","","","",33.5380078,-112.0646544,"Wells Fargo Bank","","True",4,1.5,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","B3AjVDXkayl6MStbEEfIxg","Banks & Credit Unions,Financial Services","Las Vegas","7590 W Lake Mead Blvd
Summerlin
Las Vegas, NV 89128","","","","","","","",36.1965783,-115.2597894,"Wells Fargo Bank","Summerlin","True",5,3,"NV","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","Y7vzIw029dd8FWuNqihr9g","Banks & Credit Unions,Financial Services","Las Vegas","4182 Blue Diamond Rd
Southwest
Las Vegas, NV 89139","","","","","","","",36.0385984,-115.1956209,"Wells Fargo Bank","Southwest","True",3,2.5,"NV","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","E6tTmCnF2ym0zmOvgwi7yQ","Banks & Credit Unions,Financial Services","Las Vegas","440 E Silverado Ranch Blvd Ste C
Southeast
Las Vegas, NV 89183","","","","","","","",36.0138313,-115.1536444,"Wells Fargo Bank","Southeast","True",9,3.5,"NV","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","McD0WLotvUW0B7G3tEZ84w","Banks & Credit Unions,Financial Services","Las Vegas","6001 Spring Mountain Rd
Chinatown
Las Vegas, NV 89146","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'15:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}",36.1250069,-115.223147,"Chase Bank","Chinatown","True",5,5,"NV","business"
